Date,Open,High,Low,Close,adjusted_close,Volume
1971-01-03 23:00:00+00:00,2.3938,2.3938,2.3938,2.3938,2.3938,0
1971-01-04 23:00:00+00:00,2.3949,2.3949,2.3949,2.3949,2.3949,0
1971-01-05 23:00:00+00:00,2.3967,2.3967,2.3967,2.3967,2.3967,0
1971-01-06 23:00:00+00:00,2.3963,2.3963,2.3963,2.3963,2.3963,0
1971-01-07 23:00:00+00:00,2.3972,2.3972,2.3972,2.3972,2.3972,0
1971-01-10 23:00:00+00:00,2.3992,2.3992,2.3992,2.3992,2.3992,0
1971-01-11 23:00:00+00:00,2.4001,2.4001,2.4001,2.4001,2.4001,0
1971-01-12 23:00:00+00:00,2.4021,2.4021,2.4021,2.4021,2.4021,0
1971-01-13 23:00:00+00:00,2.4071,2.4071,2.4071,2.4071,2.4071,0
1971-01-14 23:00:00+00:00,2.4057,2.4057,2.4057,2.4057,2.4057,0
1971-01-17 23:00:00+00:00,2.4052,2.4052,2.4052,2.4052,2.4052,0
1971-01-18 23:00:00+00:00,2.4081,2.4081,2.4081,2.4081,2.4081,0
1971-01-19 23:00:00+00:00,2.408,2.408,2.408,2.408,2.408,0
1971-01-20 23:00:00+00:00,2.4092,2.4092,2.4092,2.4092,2.4092,0
1971-01-21 23:00:00+00:00,2.4103,2.4103,2.4103,2.4103,2.4103,0
1971-01-24 23:00:00+00:00,2.4147,2.4147,2.4147,2.4147,2.4147,0
1971-01-25 23:00:00+00:00,2.416,2.416,2.416,2.416,2.416,0
1971-01-26 23:00:00+00:00,2.4161,2.4161,2.4161,2.4161,2.4161,0
1971-01-27 23:00:00+00:00,2.4169,2.4169,2.4169,2.4169,2.4169,0
1971-01-28 23:00:00+00:00,2.4174,2.4174,2.4174,2.4174,2.4174,0
1971-01-31 23:00:00+00:00,2.4184,2.4184,2.4184,2.4184,2.4184,0
1971-02-01 23:00:00+00:00,2.4181,2.4181,2.4181,2.4181,2.4181,0
1971-02-02 23:00:00+00:00,2.4184,2.4184,2.4184,2.4184,2.4184,0
1971-02-03 23:00:00+00:00,2.4167,2.4167,2.4167,2.4167,2.4167,0
1971-02-04 23:00:00+00:00,2.4147,2.4147,2.4147,2.4147,2.4147,0
1971-02-07 23:00:00+00:00,2.4182,2.4182,2.4182,2.4182,2.4182,0
1971-02-08 23:00:00+00:00,2.4151,2.4151,2.4151,2.4151,2.4151,0
1971-02-09 23:00:00+00:00,2.4159,2.4159,2.4159,2.4159,2.4159,0
1971-02-10 23:00:00+00:00,2.4158,2.4158,2.4158,2.4158,2.4158,0
1971-02-15 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-02-16 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-02-17 23:00:00+00:00,2.4191,2.4191,2.4191,2.4191,2.4191,0
1971-02-18 23:00:00+00:00,2.419,2.419,2.419,2.419,2.419,0
1971-02-21 23:00:00+00:00,2.4192,2.4192,2.4192,2.4192,2.4192,0
1971-02-22 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-02-23 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-02-24 23:00:00+00:00,2.4177,2.4177,2.4177,2.4177,2.4177,0
1971-02-25 23:00:00+00:00,2.416,2.416,2.416,2.416,2.416,0
1971-02-28 23:00:00+00:00,2.4162,2.4162,2.4162,2.4162,2.4162,0
1971-03-01 23:00:00+00:00,2.4184,2.4184,2.4184,2.4184,2.4184,0
1971-03-02 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-03-03 23:00:00+00:00,2.4179,2.4179,2.4179,2.4179,2.4179,0
1971-03-04 23:00:00+00:00,2.4183,2.4183,2.4183,2.4183,2.4183,0
1971-03-07 23:00:00+00:00,2.4192,2.4192,2.4192,2.4192,2.4192,0
1971-03-08 23:00:00+00:00,2.4188,2.4188,2.4188,2.4188,2.4188,0
1971-03-09 23:00:00+00:00,2.4192,2.4192,2.4192,2.4192,2.4192,0
1971-03-10 23:00:00+00:00,2.4188,2.4188,2.4188,2.4188,2.4188,0
1971-03-11 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-03-14 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-03-15 23:00:00+00:00,2.4183,2.4183,2.4183,2.4183,2.4183,0
1971-03-16 23:00:00+00:00,2.4194,2.4194,2.4194,2.4194,2.4194,0
1971-03-17 23:00:00+00:00,2.419,2.419,2.419,2.419,2.419,0
1971-03-18 23:00:00+00:00,2.419,2.419,2.419,2.419,2.419,0
1971-03-21 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-03-22 23:00:00+00:00,2.4193,2.4193,2.4193,2.4193,2.4193,0
1971-03-23 23:00:00+00:00,2.4194,2.4194,2.4194,2.4194,2.4194,0
1971-03-24 23:00:00+00:00,2.4185,2.4185,2.4185,2.4185,2.4185,0
