Date,Open,High,Low,Close,adjusted_close,Volume
1971-01-03 23:00:00+00:00,357.73,357.73,357.73,357.73,357.73,0
1971-01-04 23:00:00+00:00,357.81,357.81,357.81,357.81,357.81,0
1971-01-05 23:00:00+00:00,357.86,357.86,357.86,357.86,357.86,0
1971-01-06 23:00:00+00:00,357.87,357.87,357.87,357.87,357.87,0
1971-01-07 23:00:00+00:00,357.82,357.82,357.82,357.82,357.82,0
1971-01-10 23:00:00+00:00,357.95,357.95,357.95,357.95,357.95,0
1971-01-11 23:00:00+00:00,358.06,358.06,358.06,358.06,358.06,0
1971-01-12 23:00:00+00:00,358.44,358.44,358.44,358.44,358.44,0
1971-01-13 23:00:00+00:00,358.4,358.4,358.4,358.4,358.4,0
1971-01-14 23:00:00+00:00,358.4,358.4,358.4,358.4,358.4,0
1971-01-17 23:00:00+00:00,358.29,358.29,358.29,358.29,358.29,0
1971-01-18 23:00:00+00:00,358.35,358.35,358.35,358.35,358.35,0
1971-01-19 23:00:00+00:00,358.4,358.4,358.4,358.4,358.4,0
1971-01-20 23:00:00+00:00,358.27,358.27,358.27,358.27,358.27,0
1971-01-21 23:00:00+00:00,357.9,357.9,357.9,357.9,357.9,0
1971-01-24 23:00:00+00:00,357.73,357.73,357.73,357.73,357.73,0
1971-01-25 23:00:00+00:00,357.78,357.78,357.78,357.78,357.78,0
1971-01-26 23:00:00+00:00,357.79,357.79,357.79,357.79,357.79,0
1971-01-27 23:00:00+00:00,357.83,357.83,357.83,357.83,357.83,0
1971-01-28 23:00:00+00:00,357.72,357.72,357.72,357.72,357.72,0
1971-01-31 23:00:00+00:00,357.67,357.67,357.67,357.67,357.67,0
1971-02-01 23:00:00+00:00,357.55,357.55,357.55,357.55,357.55,0
1971-02-02 23:00:00+00:00,357.54,357.54,357.54,357.54,357.54,0
1971-02-03 23:00:00+00:00,357.51,357.51,357.51,357.51,357.51,0
1971-02-04 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-02-07 23:00:00+00:00,357.49,357.49,357.49,357.49,357.49,0
1971-02-08 23:00:00+00:00,357.5,357.5,357.5,357.5,357.5,0
1971-02-09 23:00:00+00:00,357.5,357.5,357.5,357.5,357.5,0
1971-02-10 23:00:00+00:00,357.5,357.5,357.5,357.5,357.5,0
1971-02-15 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-02-16 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-02-17 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-02-18 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-02-21 23:00:00+00:00,357.6,357.6,357.6,357.6,357.6,0
1971-02-22 23:00:00+00:00,357.55,357.55,357.55,357.55,357.55,0
1971-02-23 23:00:00+00:00,357.6,357.6,357.6,357.6,357.6,0
1971-02-24 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-02-25 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-02-28 23:00:00+00:00,357.63,357.63,357.63,357.63,357.63,0
1971-03-01 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-03-02 23:00:00+00:00,357.49,357.49,357.49,357.49,357.49,0
1971-03-03 23:00:00+00:00,357.45,357.45,357.45,357.45,357.45,0
1971-03-04 23:00:00+00:00,357.59,357.59,357.59,357.59,357.59,0
1971-03-07 23:00:00+00:00,357.55,357.55,357.55,357.55,357.55,0
1971-03-08 23:00:00+00:00,357.46,357.46,357.46,357.46,357.46,0
1971-03-09 23:00:00+00:00,357.59,357.59,357.59,357.59,357.59,0
1971-03-10 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-03-11 23:00:00+00:00,357.58,357.58,357.58,357.58,357.58,0
1971-03-14 23:00:00+00:00,357.54,357.54,357.54,357.54,357.54,0
1971-03-15 23:00:00+00:00,357.49,357.49,357.49,357.49,357.49,0
1971-03-16 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-03-17 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-03-18 23:00:00+00:00,357.56,357.56,357.56,357.56,357.56,0
1971-03-21 23:00:00+00:00,357.44,357.44,357.44,357.44,357.44,0
1971-03-22 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-03-23 23:00:00+00:00,357.53,357.53,357.53,357.53,357.53,0
1971-03-24 23:00:00+00:00,357.47,357.47,357.47,357.47,357.47,0
1971-03-25 23:00:00+00:00,357.47,357.47,357.47,357.47,357.47,0
1971-03-28 23:00:00+00:00,357.44,357.44,357.44,357.44,357.44,0
1971-03-29 23:00:00+00:00,357.49,357.49,357.49,357.49,357.49,0
1971-03-30 23:00:00+00:00,357.42,357.42,357.42,357.42,357.42,0
1971-03-31 23:00:00+00:00,357.49,357.49,357.49,357.49,357.49,0
